rev_id	comment	is_toxic	split
wikipedia_random42854247_Lick Run (West Branch Susquehanna River)_5	The drainage basin of Lick Run has an area of 27.5 square miles and is located in the Pittsburgh Low Plateaus Section of the Appalachian Plateaus geophysical province.	False	train
wikipedia_random29153_Super Bowl XXVIII_199	Alternate Umpire: Bob Boylston #101 (umpire for XVI, XXI, XXVI)	False	test
wikipedia_random54229129_Balin Dol_4	Macedonians 337.	False	test
wikipedia_random35751220_Robert Jay Wolff_1	His paintings are in the collections of the Brooklyn Museum and the Guggenheim.	False	train
wikipedia_random50879071_Thongchai Sitsongpeenong_13	He won against Fabio Pinca after five rounds.	False	dev
wikipedia_random3145721_Star Raiders II_46	Wilmunder mentioned that he had been working on a true sequel to Star Raiders, also known as Star Raiders II.	False	test
wikipedia_random16827168_Harenchi Gakuen_25	The inspiration for Harenchi Gakuen came from the West.	False	train
wikipedia_random5327274_The Lost Tracks of Danzig_24	"The 1992 version of ""When Death Had No Name"", recorded during the How the Gods Kill sessions and originally available as a B-side on the 1992 ""Dirty Black Summer"" single, is one of three tracks on the set to have been previously released."	False	test
wikipedia_random6068_Common Lisp_690	It also has an integrated Emacs-like editor that communicates with the compiler.	False	test
wikipedia_random206924_Youssef Chahine_70	During the several following years Chahine found himself increasingly in conflict with the government-backed film industry of Egypt and its heavy political restrictions in filmmaking.	False	train
wikipedia_random1139255_Ljubljana Jože Pučnik Airport_22	The runway of Ljubljana Jože Pučnik Airport was closed to air traffic in April 2010 during which time, the entire length of the asphalt surface of the runway was renovated, as well as the asphalt surface on some parts of the taxiways.	False	test
wikipedia_random38013037_Gao Xingzhou_114	He also created Gao the Prince of Linqing.	False	train
wikipedia_random2334855_Joan Milke Flores_16	In 1989 she faced a tough race with six opponents, amid charges that she had neglected her district in favor of running for higher office (below).	False	train
wikipedia_random2131740_Crêpe (textile)_103	An English term for cotton crepe.	False	dev
wikipedia_random9409153_Parker Snyder_95	Parker, thinking Craig would give him free rein of the trust fund, decided to look into renting an apartment with Liberty.	False	train
wikipedia_random45477906_Shop Girls of Paris_4	A large department store, the first of its kind, opens nearby, putting Baudu's business in peril.	False	train
wikipedia_random25603891_Rob Matthaei_0	Rob Matthaei (born September 20, 1966 in Amsterdam) is a Dutch professional football coach and a former player.	False	train
wikipedia_random877401_Morticia Addams_8	In the television series, her mother (Uncle Fester's sister) was named Hester Frump (played by Margaret Hamilton).	False	train
wikipedia_random34699026_Stadtmuseum Gütersloh_36	The collection was initiated by Dr. Wilhelm Angenete, a family doctor in Gütersloh.	False	train
wikipedia_random10957_Francis Xavier_126	Christian missionaries were later forced into exile, along with their assistants.	False	train
wikipedia_random23249963_Howcast_15	Since many filmmakers in the program are film students, the EFP has partnered with film and television programs at Boston University, Flashpoint Academy, and Charles Sturt University to expose students to Web-video production, increase student awareness of opportunities online, as well as provide real-world experience working for clients.	False	train
wikipedia_random15532327_Victoria Highlanders_196	At 2-3-3 the Highlanders released head coach Ian Bridge and promoted assistant coach Steve Simonson.	False	dev
wikipedia_random2161923_SSX Tricky_37	Some reviewers thought that the improvements over the original were so good that SSX Tricky was billed as the best snowboarding game to date.	False	test
wikipedia_random21180219_Vellekla_30	Lund: Gleerup.	False	test
wikipedia_random889632_WindTunnel with Dave Despain_31	"Despain often does a second ""My Take"" on a different subject."	False	train
wikipedia_random12884636_LGBT rights in Uganda_64	On February 2, police arrested Sidney Enock Nsubuga for Kato's murder.	False	train
wikipedia_random45461120_2015 Singapore Grand Prix_70	"However, his mechanics were able to rectify the problem, described by Niki Lauda as ""a glitch"", and he made it to the grid."	False	train
wikipedia_random4388311_Telenor (Bulgaria)_4	The company was founded in 2001 by telecommunications corporation OTE group, from 2005 to 2013 it was part of the Cosmote brand line of the group, since August 2013, is 100% owned by Norwegian telecommunications corporation Telenor which acquired it from OTE in for EUR 717 million.	False	train
wikipedia_random48814440_B. Frank Goodell_3	Goodell was a member of the Assembly during the 1876 session.	False	test
wikipedia_random7990444_NFL preseason_31	This practice was abandoned after the Houston Texans were added to the league in 2002, giving it an even 32 teams.	False	train
wikipedia_random1043038_Seacliff State Beach_21	The Cal-Nevada Company went bankrupt after only two seasons and the ship was stripped.	False	train
wikipedia_random42160013_Elly Kayanja_6	That pioneer class included some of Uganda's current and past leading military commanders including: (a) General Salim Saleh (b) General Elly Tumwine (c) General David Sejusa (d) Brigadier Nobel Mayombo (RIP) (e) Brigadier Julius Oketta (RIP) and (f) Brigadier Peter Kerim.	False	train
wikipedia_random1364467_Dalit_124	Progress in doing so, however, was reported in April 2017 to be unimpressive.	False	train
wikipedia_random25051657_True Panther Sounds_45	TRUE-002 Various Artists – Boomtown (featuring Two Gallants Trainwreck Riders Shitstorm Full Moon Partisans Hiker Biker Dirty Dirty & Cow People).	False	train
wikipedia_random3089006_Ding ware_13	"A change to firing with coal, probably in the 10th century, produced the tint described as ""ivory""."	False	train
wikipedia_random31572272_Work Intensity_22	Unpaid work, while it includes care work, also includes activities such as cooking, cleaning, and fetching water.	False	train
wikipedia_random9592934_Creations of Daji_1	The Bronze Toaster was the first creation suggested by Daji.	False	train
wikipedia_random36157177_Emanuel Philibert de Lalaing_22	Had issue.	False	train
wikipedia_random41058753_Clarkenia pantherina_1	It is endemic to Ecuador (Napo Province).	False	train
wikipedia_random26315675_Nubian Jak_7	"The use of the letter ""C"" in the word Jak was subsequently dropped."	False	train
wikipedia_random45316653_Parazosmotes_1	Parazosmotes deceptor Holzschuh, 2009.	False	dev
wikipedia_random32183415_Nell Foster Rogers_10	"You can't think if you're not comfortable.""."	False	train
wikipedia_random2239868_Seymour Schulich_16	His philanthropy also extends beyond universities, to the Sunnybrook Health Sciences Centre (Schulich Heart Centre) in Toronto, and outside Canada to the University of Nevada, Reno (Schulich Lecture Hall) and Technion – Israel Institute of Technology.	False	train
wikipedia_random1047424_USS Tench (SS-417)_100	Upon completion of the deployment, she returned once again to her New London-based training operations which occupied the submarine for the remainder of her active career.	False	train
wikipedia_random49994441_2016–17 FIBA Europe Cup_11	The table below shows the default access list.	False	train
wikipedia_random79007_Calabasas, California_116	The Los Angeles County Sheriff's Department operates the Malibu/Lost Hills Station at 27050 Agoura Road in Calabasas.	False	dev
wikipedia_random72901_Panoramic painting_79	She did not like seeing so many people – elite and otherwise – fooled by something so simple.	False	train
wikipedia_random1694474_Lisa Reagan_0	Lisa Reagan Love is a singer and composer based in Oklahoma City.	False	train
wikipedia_random50953443_Nick Elliott_37	2011: UK Tour - The Barge Gallery (Stratford-upon-Avon).	False	test
wikipedia_random751891_United States Botanic Garden_95	Seasonal plants are also grown at the facility for use in the Supreme Court, Library of Congress and for replenishing the Capitol grounds.	False	train
wikipedia_random4554170_Sheba (cat food)_4	As of July 2012, Sheba is again available in the United States.	False	test
wikipedia_random45198529_Qatar National Unity Front_43	The residents of several towns, with notable concentrations in Al Khor, fled to Kuwait after the group's dissolution.	False	train
wikipedia_random2154618_Jose Abad Santos, Davao Occidental_26	Marabatuan.	False	train
wikipedia_random50786522_Encore: Movie Partners Sing Broadway_8	Encore extended her record for the most number one albums among women, tying her with Bruce Springsteen for the third-most among all acts.	False	dev
wikipedia_random4421056_Namakkal district_15	According to 2011 census, Namakkal district had a population of 1,726,601 with a sex-ratio of 986 females for every 1,000 males, much above the national average of 929.	False	train
wikipedia_random16806911_Janet Jackson as a gay icon_37	In 2008, Jackson appeared in a public service announcement sponsored by the Logo television network and the Gay, Lesbian and Straight Education Network (GLSEN) in response to the E.O.	False	train
wikipedia_random3673030_Live Nude Girls_13	Jeremy Jordan as Jeffery, Greenpeace boy.	False	test
wikipedia_random51169647_Alika Hope_10	She has two children.	False	test
wikipedia_random15804416_Denison High School_15	This is the longest continuous rivalry among all high schools in the state of Texas.	False	train
wikipedia_random31008295_Jersey's population_58	A strong, well-fortified Jersey was essential to England in the long-running wars with the French.	False	test
wikipedia_random43489909_Frankfurt Main Cemetery_138	Carl Friedrich Wilhelm Meister (1827–1895), industrialist, an der Mauer 450.	False	test
wikipedia_random46986304_Jorinde Voigt_120	Text: Lisa Sintermann, Jorinde Voigt, 2011.	False	train
wikipedia_random12207806_Pittsburgh Council for International Visitors_11	Kansai Productivity Center.	False	test
wikipedia_random46712433_Lili Rose_15	Joseph Salou as Jojo.	False	dev
wikipedia_random1841288_Outline of energy_81	Electricity retailing.	False	dev
wikipedia_random27617416_Kaadhal Solla Vandhen_11	Following the announcement, however, there were no more news or any further details disclosed in the media and the film got shelved.	False	test
wikipedia_random24222200_Mikhail Matyushin_5	Matyushin was a bastard son of a landlord and a serf woman.	False	train
wikipedia_random19645289_The Guild of Boston Artists_21	Juried competitions for Guild members are held in April and non-members in October each year.	False	train
