rev_id	comment	is_toxic	split
wikipedia52994121_Jaime Cortez_12	Cortez's work, focusing on transgender transformation is analyzed by Tension to question personal translations across “linguistic, national, and cultural borders.” Published in October 1999, Virgins, Guerrillas, and Locas: Gay Latinos Writing about Love is an anthology composed by twenty-one contemporary gay Latino writers, many of whom had never been published, and edited by Cortez.	False	train
wikipedia5520568_Pennsylvania Route 3_0	At the intersection with Matlack Street, the westbound direction of PA 3 shifts from East Chestnut Street to East Gay Street.	False	test
wikipedia292314_Ex-gay movement_20	Günter Baum founded an ex-gay ministry in Germany.	False	test
wikipedia22274543_Mitchell family_0	Ben (now Joshua Pascoe) was released from prison in September, and began to stalk his father when Phil refused to accept that he was gay, sending him threatening notes for several months.	False	train
wikipedia20571_Mary Robinson_0	For many years Robinson also worked as legal advisor for the Campaign for Homosexual Law Reform with future Trinity College senator David Norris.	False	dev
wikipedia58164_Drag queen_6	The term tranny has been adopted by some drag performers, notably RuPaul, and the gay male community in the United States, but it is considered offensive to most transgender and transsexual people.	False	test
wikipedia42755914_The McCarthys_1	Tyler Ritter as Ronny McCarthy, a 29-year-old openly gay man and guidance counselor who must choose between a great opportunity to move to Rhode Island and an offer to work under his father as an assistant high school basketball coach.	False	train
wikipedia40069248_National Black Justice Coalition_5	After the Lieutenant Governor of Florida, Jennifer Carroll, avoided answering questions about an alleged same-sex encounter with a female subordinate by telling a local news outlet that black lesbian and bisexual women ‘don’t look like her’ in the summer of 2012, NBJC launched a campaign with the Twitter hashtag #whatablacklesbianlookslike.	False	train
wikipedia20768810_Aelred Carlyle_0	"Some have speculated that the relationship between Carlyle and Anson may have been in some sense homoerotic, based upon Anson's assertion that under Carlyle's rule ""particular spiritual friendships"" were not discouraged, but the most vocal promoter of the idea that Carlyle may have been actively gay seems overly keen upon accentuating his role as a self-styled abbot of an Anglican foundation after the manner of Ignatius Lyne at the expense of his eventual emergence as the Roman Catholic Abbot of Caldey in good standing."	False	train
wikipedia11259523_International Mr Gay Competition_5	Carlos Melia, was crowned as IMG 2008, representing his country of origin as Mr Gay Argentina.	False	dev
wikipedia26224567_Gillman v. Holmes County School District_20	He also prohibited students from wearing rainbow belts or writing “Gay Pride” or “GP” on their arms and notebooks.	False	test
wikipedia1512049_Human rights in Cambodia_2	The police have used these to arrest people (mostly transgender and gay men) under false charges and claim a payment (between USD 10 and 30) not to keep them overnight.	False	train
wikipedia23790397_Oliver Fish and Kyle Lewis_0	Previously on OLTL, between 1992 and 1993, Ryan Phillippe played the first gay teenager in American soap opera, Billy Douglas, a storyline that culminated in his coming out story in 1993 and brought parts of the AIDS quilt to play in part of the storyline.	False	train
wikipedia30152007_Battle of Tabu-dong_0	Division Commander Major General Hobart R. Gay outposted the main avenues of entry into his zone and kept his three regiments concentrated behind the outposts.	False	test
wikipedia21160322_The Rotten Agenda_0	"The album's title itself is a word play on the Crass collective, the Crass Agenda, as well as the phrase ""Gay Agenda"" often used by many right-wing conservative pundits in the United States."	False	dev
wikipedia33904248_Yen Tan_2	"2002: Won the Jury Prize for ""Best Feature - Gay Male"" at the Philadelphia International Gay & Lesbian Film Festival."	False	dev
wikipedia50798980_Jean Martin (singer)_0	After this she obtained bookings at venues such as George Gay’s Club ’78 and the La Rue nightclub.	False	train
wikipedia331538_Anita Bryant_16	Bryant was a principal antagonist in the 2008 American biographical film Milk about the life of gay rights activist and politician Harvey Milk.	False	train
wikipedia16471424_Domestic policy of the Ronald Reagan administration_2	My criticism is that [the gay movement] isn’t just asking for civil rights; it’s asking for recognition and acceptance of an alternative lifestyle which I do not believe society can condone, nor can I. Reagan opposed the Civil Rights Act of 1964 and the Voting Rights Act of 1965 signed into law by President Lyndon B. Johnson.	False	train
wikipedia2299396_Gay Shame_0	"Gay Shame is a movement from within the queer communities described as a radical alternative to gay mainstreaming and directly posits an alternative view of gay pride events and activities which have become increasingly commercialized with corporate sponsors and ""safer"" agendas to avoid offending supporters and sponsors."	False	test
wikipedia51964929_Dan Taulapapa McMullin_4	Source 2016: Over My Queer Samoan Body published on The Poetry Foundation’s website.	False	train
wikipedia940047_Adele (musical)_0	Gay Soldier Boy - Babiole, Jacques, Girls and Boys.	False	test
wikipedia14535122_Jock Soto_0	Soto is openly gay.	False	test
wikipedia627365_Maria Gay_5	Gay and Zenatello set up a home in Manhattan, New York City in 1936, where she lived the rest of her life.	False	train
wikipedia14064205_Pervo Devo_1	"""I Wanna Be a Homosexual"" (Weasel/Jughead/Vapid) – 3:04."	False	train
wikipedia47387135_Red Queen Productions_1	2006: Best Canadian Film – Fag Hags: Women Who Love Gay Men (Award).	False	dev
wikipedia253628_George Costanza_1	He tries to get out of the relationship by saying he's homosexual, without success.	False	dev
wikipedia2069715_ONE National Gay & Lesbian Archives_5	In 1953, ONE Inc. became the first gay organization to open a public office in Downtown Los Angeles.	False	dev
wikipedia1226728_Michael Callen_4	"In partnership with Oscar winner Peter Allen and Marsha Melamet, he wrote his most famous song, ""Love Don't Need a Reason"", which he sang frequently at gay pride and AIDS-related events around the country."	False	test
wikipedia15839405_Plymouth Brethren Christian Church_1	In 2005 the Brethren attempted to influence a gay-marriage parliamentary vote by waging an aggressive but anonymous campaign (identifying themselves only as CCP or Concerned Canadian Parents) using direct-mail and advertising with a full page ad in the Hill Times newspaper, a Parliament Hill weekly directed at Senators studying Bill C-38.	False	train
wikipedia1338047_John Larroquette_0	His portrayal of Joey Heric, a wealthy, wisecracking, narcissistic psychopath with a habit of stabbing his gay lovers to death, won him his fifth Emmy Award.	False	train
wikipedia50823151_Caro Soles_2	She was presented with the Derrick Murdoch Award by the Crime Writers of Canada in 2002, and her mystery novel Drag Queen in the Court of Death was a Lambda Literary Award nominee in the Gay Mystery category at the 20th Lambda Literary Awards.	False	train
wikipedia202155_John Cleland_0	This aspect of the novel, plus Cleland's presumed offence at Westminster School, lack of intimate friends, and his unmarried status have aided conjecture that he was homosexual, as has his bitter falling out with friend Thomas Cannon, author of the pamphlet Ancient and Modern Pederasty Investigated and Exemplify'd (1749), the earliest surviving published defence of homosexuality in English (Gladfelder).	False	dev
wikipedia37830916_The Daily Currant_0	On July 3, 2012 the site published a satirical article claiming that Rick Santorum has been caught using gay dating app Grindr by a journalist during an interview; in the article, Santorum admitted to using the app, but stated that he thought it was for finding the nearest coffee shop.	False	train
wikipedia36823781_International Gay and Lesbian Aquatics Association_2	In years in which the Gay Games are not held, IGLA holds an international competition open to its member clubs.	False	train
wikipedia24146331_Sun Hill Serial Killer_0	The Sun Hill Gay Serial Killer storyline saw the exit of PC Lance Powell and the Sun Hill Sniper storyline saw out long-time favourite PC Kerry Young.	False	dev
wikipedia22424889_Recognition of same-sex unions in Russia_7	The ceremony was celebrated by first Canadian openly gay Judge Harvey Brownstone.	False	train
wikipedia3860328_Marilyn Frye_0	Her writings offer discussions of feminist topics, such as: white supremacy, male privilege, and gay and lesbian marginalization.	False	train
